objectid,stop_uid,stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_agncy,wheelchair,intersec,stop_place,parent_sta,lat,lng
671,MTS_12837,12837,12837,Black Mountain Rd & Village Greens MHP (10771),32.91502045,-117.1243605,MTS,1,M-Street-N/B,,,32.91501566,-117.1243486
672,MTS_30198,30198,30198,Bonita Rd & 4095,32.65906996,-117.039271,MTS,0.00E+00,M-Street-W/B,,,32.6590652,-117.0392592
673,MTS_30050,30050,30050,Bonita Rd & Allen School Rd,32.66009882,-117.0369766,MTS,0.00E+00,N-E/B,,,32.66009406,-117.0369647
674,MTS_30202,30202,30202,Bonita Rd & Allen School Rd,32.66081391,-117.0360407,MTS,0.00E+00,N-W/B,,,32.66080915,-117.0360288
675,MTS_30034,30034,30034,Bonita Rd & Andorra Wy,32.64838284,-117.0547303,MTS,0.00E+00,N-E/B,,,32.64837808,-117.0547184
676,MTS_30133,30133,30133,Bonita Rd & Billy Casper Wy,32.66049734,-117.0340891,MTS,1,N-E/B,,,32.66049258,-117.0340772
677,MTS_30101,30101,30101,Bonita Rd & Bonita Glen Dr,32.64786254,-117.0636887,MTS,1,F-E/B,bonbo1,,32.64785778,-117.0636768
678,MTS_30179,30179,30179,Bonita Rd & Bonita Glen Dr,32.64807243,-117.0647432,MTS,1,F-W/B,bonbon,,32.64806767,-117.0647314
679,MTS_30271,30271,30271,Bonita Rd & Otay Lakes Rd,32.66119675,-117.0320249,MTS,1,F-W/B,bonota,,32.66119199,-117.032013
680,MTS_30196,30196,30196,Bonita Rd & Plaza Bonita Rd,32.6479383,-117.0575624,MTS,1,N-W/B,,,32.64793354,-117.0575505
681,MTS_30130,30130,30130,Bonita Rd & Willow St,32.658637,-117.0394979,MTS,0.00E+00,M-Street-E/B,bonwil,,32.65863224,-117.039486
682,MTS_30267,30267,30267,Bonita Rd & Willow St,32.65730081,-117.0421339,MTS,0.00E+00,M-Street-W/B,bonwi1,,32.65729605,-117.042122
683,MTS_99057,99057,99057,Boswell Rd & Lane Av,32.65555482,-116.9625541,MTS,1,F-W/B,boslan,,32.65555006,-116.9625422
684,MTS_99058,99058,99058,Boswell Rd & Lane Av,32.65534918,-116.9624679,MTS,1,N-E/B,boslan,,32.65534441,-116.9624561
685,MTS_41094,41094,41094,Bradley Av & 360,32.81924665,-116.9552043,MTS,1,M-Street-W/B,,,32.81924187,-116.9551925
686,MTS_41080,41080,41080,Bradley Av & 425,32.81901471,-116.9549095,MTS,1,M-Street-E/B,,,32.81900993,-116.9548977
687,MTS_41079,41079,41079,Bradley Av & Graves Av,32.81901973,-116.9564362,MTS,1,F-E/B,,,32.81901494,-116.9564243
688,MTS_41081,41081,41081,Bradley Av & Sams Hill Rd,32.81901728,-116.9530119,MTS,1,N-E/B,,,32.8190125,-116.953
689,MTS_41093,41093,41093,Bradley Av & Sams Hill Rd,32.8192521,-116.9532839,MTS,1,F-W/B,,,32.81924731,-116.9532721
690,MTS_99152,99152,99152,Brandywine Av & E Palomar St,32.61420818,-117.0273413,MTS,1,F-S/B,epame1,,32.61420342,-117.0273294
691,MTS_39007,39007,39007,Brandywine Av & Main St,32.59538565,-117.0292372,MTS,1,F-N/B,,,32.5953809,-117.0292254
692,MTS_30436,30436,30436,Brandywine Av & Olympic Pkwy,32.60740519,-117.0278594,MTS,1,M-Street-N/B,,,32.60740043,-117.0278475
693,MTS_39010,39010,39010,Brandywine Av & Olympic Pkwy,32.6078827,-117.027974,MTS,1,F-S/B,,,32.60787794,-117.0279621
694,MTS_30484,30484,30484,Brandywine Av & Pt La Jolla Dr,32.60415517,-117.0293731,MTS,0.00E+00,F-N/B,,,32.60415042,-117.0293612
695,MTS_39008,39008,39008,Brandywine Av & Sequoia St,32.60183136,-117.0291513,MTS,0.00E+00,N-N/B,,,32.60182661,-117.0291394
696,MTS_39011,39011,39011,Brandywine Av & Sequoia St,32.6017364,-117.0293907,MTS,1,F-S/B,,,32.60173165,-117.0293788
697,MTS_98058,98058,98058,Brawley Av & Campo St,32.62039758,-116.1846086,MTS,2,F-W/B,,,32.62039278,-116.1845969
698,MTS_60517,60517,60517,Britannia Bl & Otay Mesa Rd,32.56738056,-116.979925,MTS,1,F-S/B,briota,,32.56737581,-116.9799132
699,MTS_88922,88922,88922,Britannia Bl & Otay Mesa Rd,32.56704562,-116.9796301,MTS,0.00E+00,N-N/B,otabri,,32.56704087,-116.9796183
700,MTS_88923,88923,88923,Britannia Park Pl & Britannia Bl,32.55513882,-116.9793896,MTS,0.00E+00,F-E/B,,,32.55513407,-116.9793777
701,MTS_10489,10489,10489,Broadway & 15th St,32.71569692,-117.1500495,MTS,1,F-E/B,15bro,,32.71569216,-117.1500376
702,MTS_10863,10863,10863,Broadway & 15th St,32.71584694,-117.1502071,MTS,1,N-W/B,15bro,,32.71584218,-117.1501952
703,MTS_10840,10840,10840,Broadway & 1st Av,32.71585513,-117.1636705,MTS,1,N-W/B,bro1st,,32.71585037,-117.1636586
704,MTS_13314,13314,13314,Broadway & 1st Av,32.71564979,-117.1639331,MTS,0.00E+00,N-E/B,bro1st,,32.71564503,-117.1639211
705,MTS_40207,40207,40207,Broadway & 1st St,32.8076029,-116.9442636,MTS,1,F-E/B,,,32.80759812,-116.9442517
706,MTS_40451,40451,40451,Broadway & 1st St,32.80784791,-116.9451703,MTS,1,F-W/B,,,32.80784313,-116.9451584
707,MTS_10119,10119,10119,Broadway & 20th St,32.71572127,-117.1459499,MTS,1,N-E/B,,,32.71571651,-117.145938
708,MTS_10873,10873,10873,Broadway & 20th St,32.71587176,-117.1456654,MTS,1,N-W/B,,,32.715867,-117.1456535
709,MTS_10504,10504,10504,Broadway & 22nd St,32.71573459,-117.143736,MTS,1,F-E/B,,,32.71572983,-117.1437241
710,MTS_10878,10878,10878,Broadway & 22nd St,32.71587945,-117.143848,MTS,1,N-W/B,,,32.71587469,-117.1438361
711,MTS_10134,10134,10134,Broadway & 25th St,32.71575334,-117.1407646,MTS,1,N-E/B,,,32.71574858,-117.1407527
712,MTS_13313,13313,13313,Broadway & 2nd Av,32.71577614,-117.1627938,MTS,0.00E+00,N-W/B,bro2nd,,32.71577138,-117.1627819
713,MTS_40460,40460,40460,Broadway & 2nd St,32.80783813,-116.9366042,MTS,1,F-W/B,,,32.80783335,-116.9365923
714,MTS_10094,10094,10094,Broadway & 3rd Av,32.71561383,-117.1621074,MTS,0.00E+00,N-E/B,3rdbro,,32.71560907,-117.1620955
715,MTS_40225,40225,40225,Broadway & 3rd St,32.80760998,-116.9256475,MTS,1,F-E/B,,,32.8076052,-116.9256356
716,MTS_40469,40469,40469,Broadway & 3rd St,32.80784596,-116.9272245,MTS,1,F-W/B,,,32.80784118,-116.9272127
717,MTS_10841,10841,10841,Broadway & 4th Av,32.71579056,-117.1608803,MTS,1,N-W/B,bro4th,,32.7157858,-117.1608684
718,MTS_10097,10097,10097,Broadway & 5th Av,32.71566019,-117.160297,MTS,0.00E+00,N-E/B,5thbro,,32.71565543,-117.1602851
719,MTS_13312,13312,13312,Broadway & 5th Av,32.71576782,-117.160051,MTS,0.00E+00,N-W/B,bro4th,,32.71576306,-117.1600391
720,MTS_99237,99237,99237,Broadway & 65th St,32.71596284,-117.0572265,MTS,0.00E+00,M-Street-W/B,,,32.71595807,-117.0572146
721,MTS_99238,99238,99238,Broadway & 65th St,32.7158316,-117.0575407,MTS,0.00E+00,F-E/B,,,32.71582683,-117.0575288
722,MTS_10099,10099,10099,Broadway & 6th Av,32.71566351,-117.1594745,MTS,0.00E+00,N-E/B,bro6th,,32.71565875,-117.1594626
723,MTS_13088,13088,13088,Broadway & 7080,32.74266336,-117.0451193,MTS,1,M-Street-W/B,,,32.74265859,-117.0451074
724,MTS_40918,40918,40918,Broadway & 7081,32.74238868,-117.0459461,MTS,1,M-Street-E/B,,,32.74238391,-117.0459342
725,MTS_13311,13311,13311,Broadway & 8th Av,32.71581075,-117.157246,MTS,0.00E+00,N-W/B,,,32.71580599,-117.1572341
726,MTS_13315,13315,13315,Broadway & 8th Av,32.71564498,-117.1570274,MTS,0.00E+00,F-E/B,,,32.71564022,-117.1570155
727,MTS_30463,30463,30463,Broadway & Anita St,32.59886635,-117.0767052,MTS,1,F-N/B,,,32.5988616,-117.0766933
728,MTS_60239,60239,60239,Broadway & Anita St,32.59881766,-117.0769969,MTS,1,N-S/B,,,32.59881291,-117.076985
729,MTS_40308,40308,40308,Broadway & Anza St,32.80783031,-116.9478031,MTS,1,N-W/B,,,32.80782553,-116.9477912
730,MTS_40194,40194,40194,Broadway & Ballantyne St,32.80757869,-116.9577243,MTS,1,F-E/B,broba1,,32.80757391,-116.9577124
731,MTS_40443,40443,40443,Broadway & Ballantyne St,32.80781721,-116.9587872,MTS,1,F-W/B,brobal,,32.80781243,-116.9587753
732,MTS_40216,40216,40216,Broadway & Bostonia St,32.80761149,-116.9333641,MTS,1,F-E/B,,,32.80760671,-116.9333522
733,MTS_40464,40464,40464,Broadway & Bostonia St,32.80783742,-116.9337597,MTS,1,F-W/B,,,32.80783264,-116.9337478
734,MTS_40130,40130,40130,Broadway & Buena Vista Av,32.74255179,-117.0337779,MTS,1,F-E/B,,,32.74254702,-117.033766
735,MTS_40364,40364,40364,Broadway & Buena Vista Av,32.74281513,-117.0347233,MTS,1,F-W/B,,,32.74281036,-117.0347115
736,MTS_60233,60233,60233,Broadway & Chula Vista St,32.64616957,-117.0954806,MTS,1,N-S/B,,,32.64616481,-117.0954687
737,MTS_40221,40221,40221,Broadway & Coleen Ct,32.80761438,-116.9288533,MTS,1,F-E/B,,,32.8076096,-116.9288414
738,MTS_10836,10836,10836,Broadway & Columbia St,32.71580373,-117.1672626,MTS,1,N-W/B,,,32.71579897,-117.1672507
739,MTS_60287,60287,60287,Broadway & D St,32.6444865,-117.0948245,MTS,1,F-S/B,,,32.64448174,-117.0948126
740,MTS_60409,60409,60409,Broadway & D St,32.64505564,-117.0947942,MTS,1,F-N/B,,,32.64505088,-117.0947823
741,MTS_40472,40472,40472,Broadway & E Main St,32.80783872,-116.9230196,MTS,1,F-W/B,broemn,,32.80783394,-116.9230077
742,MTS_60411,60411,60411,Broadway & E St,32.6419691,-117.0935887,MTS,1,F-N/B,,,32.64196434,-117.0935768
743,MTS_60291,60291,60291,Broadway & F St,32.63733456,-117.0920664,MTS,1,F-S/B,,,32.6373298,-117.0920545
744,MTS_10090,10090,10090,Broadway & Front St,32.71559826,-117.1649521,MTS,0.00E+00,N-E/B,brofro,,32.7155935,-117.1649402
745,MTS_60292,60292,60292,Broadway & G St,32.63411368,-117.0908078,MTS,2,F-S/B,,,32.63410892,-117.0907959
746,MTS_60413,60413,60413,Broadway & G St,32.63487769,-117.0908184,MTS,1,F-N/B,,,32.63487293,-117.0908065
747,MTS_40191,40191,40191,Broadway & Graves Av,32.80755804,-116.9598852,MTS,1,F-E/B,grabro,,32.80755326,-116.9598733
748,MTS_10724,10724,10724,Broadway & Grove St,32.74267389,-117.0270762,MTS,1,F-E/B,,,32.74266912,-117.0270643
749,MTS_11463,11463,11463,Broadway & Grove St,32.74289609,-117.027579,MTS,1,F-W/B,,,32.74289132,-117.0275671
750,MTS_30342,30342,30342,Broadway & H St,32.6304871,-117.0893896,MTS,1,F-S/B,,,32.63048234,-117.0893777
751,MTS_60414,60414,60414,Broadway & H St,32.63156087,-117.08952,MTS,1,F-N/B,,,32.63155612,-117.0895081
752,MTS_60506,60506,60506,Broadway & H St,32.62998207,-117.0888846,MTS,2,N-N/B,,,32.62997732,-117.0888727
753,MTS_60294,60294,60294,Broadway & I St,32.62682763,-117.0879549,MTS,1,F-S/B,,,32.62682287,-117.087943
754,MTS_60351,60351,60351,Broadway & I St,32.62691464,-117.0876894,MTS,1,N-N/B,,,32.62690989,-117.0876775
755,MTS_60295,60295,60295,Broadway & J St,32.6236451,-117.08671,MTS,1,F-S/B,,,32.62364035,-117.0866981
756,MTS_60415,60415,60415,Broadway & J St,32.62464768,-117.0868007,MTS,1,F-N/B,,,32.62464293,-117.0867888
757,MTS_60296,60296,60296,Broadway & K St,32.62005956,-117.085312,MTS,1,F-S/B,,,32.62005481,-117.0853001
758,MTS_60416,60416,60416,Broadway & K St,32.62104014,-117.0854057,MTS,1,F-N/B,,,32.62103539,-117.0853938
759,MTS_10454,10454,10454,Broadway & Kettner Bl,32.71562174,-117.1688181,MTS,1,F-E/B,broket,broket,32.71561698,-117.1688062
760,MTS_10833,10833,10833,Broadway & Kettner Bl,32.71585722,-117.1689376,MTS,1,N-W/B,broket,broket,32.71585246,-117.1689257
761,MTS_60299,60299,60299,Broadway & L St,32.61673165,-117.0840204,MTS,1,F-S/B,brol,,32.6167269,-117.0840085
762,MTS_60422,60422,60422,Broadway & L St,32.61760544,-117.0840547,MTS,1,F-N/B,brol,,32.61760069,-117.0840428
763,MTS_60408,60408,60408,Broadway & Macintosh St,32.64723487,-117.0956435,MTS,1,F-N/B,,,32.64723011,-117.0956316
764,MTS_99239,99239,99239,Broadway & Madera St,32.71583871,-117.053506,MTS,1,N-E/B,,,32.71583394,-117.0534941
765,MTS_60241,60241,60241,Broadway & Main St,32.59535568,-117.0756041,MTS,0.00E+00,N-S/B,,,32.59535093,-117.0755922
766,MTS_60430,60430,60430,Broadway & Main St,32.59573053,-117.0754453,MTS,1,M-Street-N/B,,,32.59572578,-117.0754334
767,MTS_11458,11458,11458,Broadway & Main St (Lemon Grove Depot),32.74283905,-117.0313868,MTS,1,F-W/B,brotro,,32.74283428,-117.0313749
768,MTS_10701,10701,10701,Broadway & Massachusetts Av,32.7424446,-117.0423822,MTS,1,F-E/B,,,32.74243983,-117.0423703
769,MTS_11441,11441,11441,Broadway & Massachusetts Av,32.74269114,-117.0433666,MTS,1,F-W/B,,,32.74268637,-117.0433547
770,MTS_40202,40202,40202,Broadway & Mollison Av,32.80759726,-116.9506132,MTS,1,F-E/B,bromol,,32.80759248,-116.9506013
771,MTS_40449,40449,40449,Broadway & Mollison Av,32.80782446,-116.9517444,MTS,1,F-W/B,bromo1,,32.80781968,-116.9517325
772,MTS_60300,60300,60300,Broadway & Moss St,32.6132859,-117.0826759,MTS,1,F-S/B,,,32.61328115,-117.082664
773,MTS_60423,60423,60423,Broadway & Moss St,32.61411039,-117.0826837,MTS,1,F-N/B,,,32.61410564,-117.0826718
774,MTS_41295,41295,41295,Broadway & N 2nd St,32.80754122,-116.9365176,MTS,1,N-E/B,2ndbro,,32.80753644,-116.9365057
775,MTS_60301,60301,60301,Broadway & Naples St,32.60986487,-117.0813317,MTS,1,F-S/B,,,32.60986012,-117.0813198
776,MTS_60358,60358,60358,Broadway & Naples St,32.60997939,-117.08106,MTS,1,N-N/B,,,32.60997464,-117.0810481
777,MTS_60302,60302,60302,Broadway & Oxford St,32.60641366,-117.0799776,MTS,1,F-S/B,,,32.60640891,-117.0799657
778,MTS_60424,60424,60424,Broadway & Oxford St,32.60733681,-117.0800285,MTS,1,F-N/B,,,32.60733206,-117.0800166
779,MTS_10828,10828,10828,Broadway & Pacific Hwy,32.71584424,-117.1717823,MTS,1,F-W/B,brohar,,32.71583948,-117.1717703
780,MTS_99026,99026,99026,Broadway & Pacific Hwy,32.71559841,-117.1704727,MTS,1,F-E/B,bropac,,32.71559365,-117.1704608
781,MTS_60192,60192,60192,Broadway & Palomar St,32.6040727,-117.0790496,MTS,1,N-S/B,,,32.60406795,-117.0790377
782,MTS_60426,60426,60426,Broadway & Palomar St,32.60390757,-117.0786747,MTS,1,F-N/B,,,32.60390282,-117.0786628
783,MTS_10109,10109,10109,Broadway & Park Bl,32.71570092,-117.1540128,MTS,1,N-E/B,citcol,citcol,32.71569616,-117.1540009
784,MTS_99342,99342,99342,Broadway & Park Bl,32.71583248,-117.1540629,MTS,2,F-W/B,citcol,citcol,32.71582772,-117.154051
785,MTS_40981,40981,40981,Broadway & St John's Plaza,32.74407958,-117.0216281,MTS,1,M-Street-W/B,,,32.74407481,-117.0216162
786,MTS_10086,10086,10086,Broadway & State St,32.7155689,-117.1666847,MTS,1,N-E/B,amplza,,32.71556414,-117.1666728
787,MTS_99258,99258,99258,Broadway & Sweetwater Rd,32.74485626,-117.020051,MTS,0.00E+00,N-E/B,,,32.74485149,-117.0200391
788,MTS_99259,99259,99259,Broadway & Sweetwater Rd,32.74507808,-117.0201798,MTS,1,F-W/B,,,32.74507331,-117.0201679
789,MTS_10839,10839,10839,Broadway & Union St,32.71582402,-117.165382,MTS,1,N-W/B,brouni,,32.71581926,-117.1653701
790,MTS_40021,40021,40021,Broadway & Washington St,32.743241,-117.0234289,MTS,1,N-E/B,,,32.74323623,-117.0234171
791,MTS_40380,40380,40380,Broadway & Washington St,32.74351409,-117.023272,MTS,1,F-W/B,wasbro,,32.74350932,-117.0232601
792,MTS_10705,10705,10705,Broadway & West St,32.74268804,-117.0387061,MTS,1,F-W/B,,,32.74268327,-117.0386943
793,MTS_10708,10708,10708,Broadway & West St,32.74249559,-117.0382849,MTS,1,F-E/B,,,32.74249082,-117.038273
794,MTS_99440,99440,99440,Broadway Pier,32.71603823,-117.1734067,MTS,2,,bropie,,32.71603347,-117.1733947
795,MTS_10720,10720,10720,Brookhaven Rd & Woodway Ct,32.69910321,-117.030388,MTS,0.00E+00,M-Street-E/B,,,32.69909844,-117.0303762
796,MTS_99233,99233,99233,Brooklyn Av & 63rd St,32.71324653,-117.0623709,MTS,1,N-W/B,,,32.71324176,-117.062359
797,MTS_99235,99235,99235,Brooklyn Av & 65th St,32.7132456,-117.0583297,MTS,1,F-W/B,,,32.71324083,-117.0583179
798,MTS_99234,99234,99234,Brooklyn Av & Stork St,32.71311932,-117.0608189,MTS,2,F-E/B,,,32.71311455,-117.060807
799,MTS_98082,98082,98082,Buckman Springs Rd & 2030-2060,32.66248582,-116.4879957,MTS,2,M-Street-S/B,,,32.66248103,-116.4879839
800,MTS_98081,98081,98081,Buckman Springs Rd & 2041-2087,32.66257121,-116.4878952,MTS,2,M-Street-N/B,,,32.66256642,-116.4878834
801,MTS_98083,98083,98083,Buckman Springs Rd & Cameron Truck Trail,32.67439353,-116.4885933,MTS,2,M-Street-S/B,,,32.67438874,-116.4885815
802,MTS_98084,98084,98084,Buckman Springs Rd & Cameron Truck Trail,32.67449549,-116.4884538,MTS,2,F-N/B,,,32.6744907,-116.488442
803,MTS_98079,98079,98079,Buckman Springs Rd & Freedom Ranch,32.65011669,-116.4872346,MTS,2,M-Street-N/B,,,32.6501119,-116.4872228
804,MTS_98102,98102,98102,Buckman Springs Rd & Hwy 94,32.6290842,-116.4719015,MTS,2,F-N/B,campo,,32.62907941,-116.4718897
805,MTS_98090,98090,98090,Buckman Springs Rd & Mountain Empire Hs,32.73441187,-116.4936075,MTS,2,M-Street-N/B,,,32.73440707,-116.4935957
806,MTS_98080,98080,98080,Buckman Springs Rd & Opp Freedom Ranch,32.65010259,-116.4874165,MTS,2,M-Street-S/B,,,32.6500978,-116.4874047
807,MTS_98091,98091,98091,Buckman Springs Rd & Opp Mountain Empire Hs,32.73461498,-116.4937446,MTS,2,M-Street-S/B,,,32.73461018,-116.4937328
808,MTS_98092,98092,98092,Buckman Springs Rest Area,32.75821458,-116.4843706,MTS,1,M-Special_Loc,bucspr,,32.75820978,-116.4843588
809,MTS_41017,41017,41017,Business 8 & 13162,32.82846907,-116.9091989,MTS,2,M-Street-S/B,,,32.82846428,-116.909187
810,MTS_40934,40934,40934,Business 8 & 13450,32.83369883,-116.9041366,MTS,2,M-Street-N/B,,,32.83369404,-116.9041248
811,MTS_40903,40903,40903,Business 8 & 13460,32.83565605,-116.9014783,MTS,2,M-Street-N/B,,,32.83565126,-116.9014665
812,MTS_40999,40999,40999,Business 8 & 13460,32.83572601,-116.9017621,MTS,1,M-Street-S/B,,,32.83572122,-116.9017502
813,MTS_40936,40936,40936,Business 8 & 13490,32.83689178,-116.8985509,MTS,2,M-Street-N/B,,,32.83688699,-116.898539
814,MTS_40966,40966,40966,Business 8 & 13490,32.83681231,-116.8990289,MTS,2,M-Street-S/B,,,32.83680752,-116.899017
815,MTS_40967,40967,40967,Business 8 & 13545,32.83740876,-116.8979752,MTS,2,M-Street-S/B,,,32.83740397,-116.8979633
816,MTS_41014,41014,41014,Business 8 & Aurora Dr,32.82340032,-116.9134122,MTS,2,F-S/B,,,32.82339553,-116.9134003
817,MTS_40327,40327,40327,Business 8 & East Lakeview Rd,32.84033063,-116.8937219,MTS,1,F-S/B,,,32.84032584,-116.89371
818,MTS_40937,40937,40937,Business 8 & El Dorado Pkwy,32.83991947,-116.8940379,MTS,2,N-N/B,,,32.83991468,-116.8940261
819,MTS_40938,40938,40938,Business 8 & El Dorado Pkwy,32.84073594,-116.8918918,MTS,2,F-E/B,,,32.84073115,-116.89188
820,MTS_40904,40904,40904,Business 8 & Kay Jay Ln,32.83853713,-116.8961147,MTS,2,N-N/B,,,32.83853234,-116.8961028
821,MTS_41001,41001,41001,Business 8 & Kay Jay Ln,32.83863789,-116.8962945,MTS,2,F-S/B,,,32.8386331,-116.8962827
822,MTS_40940,40940,40940,Business 8 & Lake Jennings Park Rd,32.84454067,-116.8832067,MTS,2,N-E/B,,,32.84453588,-116.8831948
823,MTS_40969,40969,40969,Business 8 & Lake Jennings Park Rd,32.84379164,-116.884559,MTS,2,F-W/B,,,32.84378685,-116.8845472
824,MTS_40939,40939,40939,Business 8 & Lake Valley Rd,32.84143414,-116.8892239,MTS,2,F-E/B,,,32.84142935,-116.889212
825,MTS_41002,41002,41002,Business 8 & Lake Valley Rd,32.84113658,-116.8912201,MTS,1,F-W/B,,,32.84113179,-116.8912083
826,MTS_40232,40232,40232,Business 8 & Los Coches Rd,32.83248939,-116.9051954,MTS,2,F-N/B,,,32.8324846,-116.9051836
827,MTS_40479,40479,40479,Business 8 & Los Coches Rd,32.83221114,-116.905838,MTS,1,F-S/B,,,32.83220635,-116.9058261
828,MTS_40965,40965,40965,Business 8 & Los Coches Rd,32.83398997,-116.9041746,MTS,1,N-S/B,,,32.83398518,-116.9041627
829,MTS_40233,40233,40233,Business 8 & Pinkard Ln,32.84194286,-116.8875801,MTS,2,F-E/B,,,32.84193807,-116.8875683
830,MTS_40328,40328,40328,Business 8 & Pinkard Ln,32.84193629,-116.8883192,MTS,1,N-W/B,,,32.8419315,-116.8883073
831,MTS_11710,11710,11710,Business Park Av & Willow Creek Rd,32.9024949,-117.1117688,MTS,2,N-S/B,,,32.90249011,-117.1117569
832,MTS_10138,10138,10138,C St & 26th St,32.71680461,-117.1382912,MTS,1,N-E/B,,,32.71679985,-117.1382793
833,MTS_11280,11280,11280,C St & 26th St,32.71695476,-117.1384325,MTS,1,F-W/B,,,32.71695,-117.1384206
834,MTS_10532,10532,10532,C St & 27th St,32.71681943,-117.1358497,MTS,1,F-E/B,,,32.71681467,-117.1358378
835,MTS_10904,10904,10904,C St & 27th St,32.71697047,-117.1358674,MTS,1,N-W/B,,,32.71696571,-117.1358555
836,MTS_10148,10148,10148,C St & 28th St,32.71683051,-117.1343054,MTS,1,N-E/B,,,32.71682575,-117.1342935
837,MTS_11288,11288,11288,C St & 28th St,32.71698302,-117.1341184,MTS,1,F-W/B,,,32.71697826,-117.1341065
838,MTS_10166,10166,10166,C St & 30th St,32.71680897,-117.1304005,MTS,1,M-Street-E/B,c_30st,,32.71680421,-117.1303886
839,MTS_11866,11866,11866,Cable St & Brighton Av,32.74905002,-117.2466113,MTS,1,F-S/B,,,32.74904526,-117.2465994
840,MTS_12625,12625,12625,Cable St & Cape May Av,32.74848117,-117.2469399,MTS,1,F-N/B,,,32.74847641,-117.246928
841,MTS_11841,11841,11841,Cable St & Coronado Av,32.74144397,-117.2531598,MTS,2,F-S/B,,,32.74143921,-117.2531479
842,MTS_12603,12603,12603,Cable St & Del Mar Av,32.74089722,-117.2534723,MTS,1,F-N/B,,,32.74089246,-117.2534604
843,MTS_11851,11851,11851,Cable St & Narragansett Av,32.7440181,-117.250945,MTS,1,F-S/B,,,32.74401334,-117.2509331
844,MTS_12616,12616,12616,Cable St & Narragansett Av,32.7442823,-117.2505642,MTS,1,F-N/B,,,32.74427754,-117.2505523
845,MTS_11854,11854,11854,Cable St & Newport Av,32.74564286,-117.2495422,MTS,1,F-S/B,cabnew,,32.7456381,-117.2495303
846,MTS_12618,12618,12618,Cable St & Newport Av,32.74600116,-117.2490812,MTS,1,F-N/B,,,32.7459964,-117.2490692
847,MTS_12610,12610,12610,Cable St & Santa Cruz Av,32.74257732,-117.2520279,MTS,1,F-N/B,,,32.74257256,-117.252016
848,MTS_11870,11870,11870,Cable St & Voltaire St,32.75082961,-117.2450897,MTS,1,F-S/B,cabvol,,32.75082485,-117.2450778
849,MTS_12305,12305,12305,Cable St & Voltaire St,32.75082273,-117.2449205,MTS,1,N-N/B,cabvol,,32.75081797,-117.2449086
850,MTS_11534,11534,11534,Cabrillo Memorial Hwy & Cabrillo Rd,32.67662297,-117.2432579,MTS,2,N-S/B,,,32.67661822,-117.243246
851,MTS_11531,11531,11531,Cabrillo Memorial Hwy & Ft Rosecrans Cemetery Gate,32.68459339,-117.2446607,MTS,2,M-Street-S/B,,,32.68458864,-117.2446488
852,MTS_11533,11533,11533,Cabrillo Memorial Hwy & Ft Rosecrans Cemetery Gate,32.68287046,-117.2442708,MTS,2,M-Street-S/B,,,32.68286571,-117.2442589
853,MTS_11869,11869,11869,Cabrillo Memorial Hwy & Ft Rosecrans Cemetery Gate,32.68856513,-117.2449883,MTS,2,F-S/B,,,32.68856038,-117.2449764
854,MTS_12303,12303,12303,Cabrillo Memorial Hwy & Ft Rosecrans Cemetery Gate,32.68479237,-117.2445265,MTS,2,M-Street-N/B,,,32.68478762,-117.2445145
855,MTS_12304,12304,12304,Cabrillo Memorial Hwy & Ft Rosecrans Cemetery Gate,32.68285793,-117.2441211,MTS,2,M-Street-N/B,,,32.68285318,-117.2441092
856,MTS_12627,12627,12627,Cabrillo Memorial Hwy & Ft Rosecrans Cemetery Gate,32.68927256,-117.2448565,MTS,2,F-N/B,,,32.68926781,-117.2448446
857,MTS_11859,11859,11859,Cabrillo Memorial Hwy & McClelland Rd,32.69894326,-117.2474101,MTS,2,M-Street-S/B,,,32.6989385,-117.2473982
858,MTS_12292,12292,12292,Cabrillo Memorial Hwy & McClelland Rd,32.69924002,-117.24742,MTS,2,N-N/B,,,32.69923526,-117.2474081
859,MTS_13421,13421,13421,Cabrillo Memorial Hwy & Safety & Environment,32.70172273,-117.2490214,MTS,2,M-Street-N/B,,,32.70171797,-117.2490095
860,MTS_13422,13422,13422,Cabrillo Memorial Hwy & Safety & Environment,32.70171338,-117.2491579,MTS,2,M-Street-S/B,,,32.70170862,-117.2491459
861,MTS_11863,11863,11863,Cabrillo Memorial Hwy & Woodward St,32.69676893,-117.2464201,MTS,2,F-S/B,wdgate,,32.69676417,-117.2464082
862,MTS_12297,12297,12297,Cabrillo Memorial Hwy & Woodward St,32.69687714,-117.2462946,MTS,2,M-Street-N/B,wdgate,,32.69687238,-117.2462827
863,MTS_10001,10001,10001,Cabrillo National Monument,32.67445793,-117.2404257,MTS,1,M-Special_Loc,cabmon,,32.67445318,-117.2404138
864,MTS_40846,40846,40846,Calavo Dr & Jamacha Bl,32.73133596,-116.9610759,MTS,1,F-S/B,jamdbl,,32.73133119,-116.9610641
865,MTS_40739,40739,40739,Calavo Dr & Ranchwood Dr,32.73239469,-116.9619299,MTS,1,N-N/B,,,32.73238992,-116.9619181
866,MTS_60575,60575,60575,Calle Primera & Sycamore Rd,32.55091438,-117.0453074,MTS,2,F-N/B,,,32.55090963,-117.0452955
867,MTS_60596,60596,60596,Calle Primera & Sycamore Rd,32.55056971,-117.0446293,MTS,2,F-S/B,,,32.55056496,-117.0446174
